,,,,,,,,,,,,,,,,
Status,Submittal ID,Subject,From Company,Expected,Received,Days Late Received,Due Date,Days Late Responding,Responded,Final Response,Last Action Action,Prepared On,Closed,Days +/-,row height,Days +/- responding
,RS 08 10 00-001-01,"RS 08 10 00-001-01 HM Doors, Frames, and Hardware ",,,7/1/2021,,7/15/2021,,7/2/2021,Approved as Noted,Approved as Noted,10/11/2021,7/2/2021,31699,R,-11
,RS 08 33 23-001-00,RS 08 33 23-001-00 Overhead Coiling Door,,,6/28/2021,,7/13/2021,,7/7/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/7/2021,31696,R,-12
,RS 08 33 23-001-01,RS 08 33 23-001-01 Overhead Coiling Door,,,7/22/2021,,8/5/2021,,7/22/2021,Approved,Approved,10/11/2021,7/22/2021,31714,R,-11
,RS 08 35 00-001-00,RS 08 35 00-001-0- Coors Light Sliding Security Folding Grille Door,,,8/26/2021,,8/30/2021,,8/27/2021,Approved as Noted,Approved as Noted,10/11/2021,8/27/2021,31739,R,-3
,RS 08 43 00-001-00,RS 08 43 00-001-00 Storefront Shop Drawings,,,7/8/2021,,7/13/2021,,7/14/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/14/2021,31704,R,-4
,RS 08 43 00-001-01,RS 08 43 00-001-01 Storefront Shop Drawings,,,7/19/2021,,7/21/2021,,7/19/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/19/2021,31711,R,-3
,RS 08 43 00-002-00,"RS 08 43 00-002-00 Storefront Product Data (Framing, Glazing, Joint Sealants)",,,7/13/2021,,7/27/2021,,7/14/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/14/2021,31707,R,-11
,RS 08 43 00-002-01,RS 08 43 00-002-01 Storefront Product Data,,,7/19/2021,,7/21/2021,,7/19/2021,Approved,Approved,10/11/2021,7/19/2021,31711,R,-3
,RS 09 22 16-001-00,RS 09 22 16-001-00 Framing and Drywall ,Mortenson Construction,,6/24/2021,,7/8/2021,,7/2/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/2/2021,31694,R,-11
,RS 09 22 16-002-00,RS 09 22 16-002-00 GWB Drywall ,,,7/14/2021,,7/28/2021,,7/15/2021,Approved as Noted,Approved as Noted,10/11/2021,7/15/2021,31708,R,-11
,RS 09 22 16-003-00,RS 09 22 16-003-00 Soffit Detail and Calculations for Pivot Door ,,,7/28/2021,,8/11/2021,,7/29/2021,Approved as Noted,Approved as Noted,10/11/2021,7/29/2021,31718,R,-11
,RS 09 51 00-001-00,RS 09 51 00-001-00 Suspended Ceiling Systems ,,,7/19/2021,,7/21/2021,,7/20/2021,Approved as Noted,Approved as Noted,10/11/2021,7/20/2021,31711,R,-3
,RS 09 60 00-001-00,RS 09 60 00-001-00 Flooring,,,7/6/2021,,7/20/2021,,7/8/2021,Approved,Approved,10/11/2021,7/8/2021,31702,R,-11
,RS 09 60 00-002-00,RS 09 60 00-002-00 Flooring Material Samples,,,7/7/2021,,7/21/2021,,7/8/2021,Approved as Noted,Approved as Noted,10/11/2021,7/8/2021,31703,R,-11
,RS 09 90 00-001-00,RS 09 90 00-001-00 Painting ,,,8/4/2021,,8/6/2021,,8/6/2021,Approved as Noted,Approved as Noted,10/11/2021,8/6/2021,31723,R,-3
,RS 09 90 00-002-00,RS 09 90 00-002-00 Paint Drawdown Samples,,,8/23/2021,,8/25/2021,,8/26/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,8/26/2021,31736,R,-3
,RS 21 00 00-001-00,RS 21 00 00-001-00 Fire Protection Material Data ,,,7/8/2021,,7/13/2021,,7/12/2021,Approved,Approved,10/11/2021,7/12/2021,31704,R,-4
,RS 23 00 00-001-00,RS 23 00 00-001-00 HVAC Submittals ,Mortenson Construction,,6/24/2021,,7/8/2021,,6/29/2021,Approved as Noted,Approved as Noted,10/11/2021,6/29/2021,31694,R,-11
,RS 23 00 00-002-00,RS 23 00 00-002-00 WSHP Hose Kits ,,,7/8/2021,,7/13/2021,,7/12/2021,Approved,Approved,10/11/2021,7/12/2021,31704,R,-4
,RS 23 00 00-003-00,RS 23 00 00-003-00 Marked-Up Mechanical Drawings (M3-28),,,7/16/2021,,7/20/2021,,7/22/2021,Approved,Approved,10/11/2021,7/22/2021,31710,R,-3
,RS 23 05 49-001-00,RS 23 05 49-001-00 HVAC ISAT Anchorage ,,,7/15/2021,,7/19/2021,,7/26/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/26/2021,31709,R,-3
,RS 23 09 00-001-00,RS 23 09 00-001-00 Siemens Controls,,,7/19/2021,,7/21/2021,,7/22/2021,Approved,Approved,10/11/2021,7/22/2021,31711,R,-3
,RS 26 05 19-001-00,RS 26 05 19-001-00 Branch Feeder Wire & Conduit,,,7/19/2021,,7/21/2021,,7/19/2021,Approved,Approved,10/11/2021,7/19/2021,31711,R,-3
,RS 26 05 29-001-00,RS 26 05 29-001-00 Hangers & Supports,,,7/19/2021,,7/21/2021,,7/22/2021,Approved as Noted,Approved as Noted,10/11/2021,7/22/2021,31711,R,-3
,RS 26 05 33-001-00,RS 26 05 33-001-00 EMT Raceway ,,,7/19/2021,,7/21/2021,,7/19/2021,Approved,Approved,10/11/2021,7/19/2021,31711,R,-3
,RS 26 05 33-002-00,RS 26 05 33-002-00 MC and FA Cable,,,7/20/2021,,8/3/2021,,7/22/2021,Approved as Noted,Approved as Noted,10/11/2021,7/22/2021,31712,R,-11
,RS 26 05 33-003-00,RS 26 05 33-003-00 Electrical Enclosures and Wireways,,,8/16/2021,,8/30/2021,,8/19/2021,Approved,Approved,10/11/2021,8/19/2021,31731,R,-11
,RS 26 27 26-001-00,RS 26 27 26-001-00 Poke-thru Device ,,,7/16/2021,,7/20/2021,,7/20/2021,Approved as Noted,Approved as Noted,10/11/2021,7/20/2021,31710,R,-3
,RS 26 27 26-002-00,RS 26 27 26-002-00 Wiring Devices,,,8/16/2021,,8/30/2021,,8/19/2021,Approved as Noted,Approved as Noted,10/11/2021,8/19/2021,31731,R,-11
,RS 26 50 00-001-00,RS 26 50 00-001-00 Preliminary Lighting ,,,7/8/2021,,7/15/2021,,7/13/2021,Approved as Noted,Approved as Noted,10/11/2021,7/13/2021,31704,R,-6
,RS 26 50 00-002-00,RS 26 50 00-002-00 Lighting Controls ,,,7/15/2021,,7/20/2021,,7/20/2021,Approved as Noted,Approved as Noted,10/11/2021,7/20/2021,31709,R,-4
,RS 26 50 00-003-00,RS 26 50 00-003-00 L1 and L8A Light Fixture Alternates ,,,7/16/2021,,7/20/2021,,7/19/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/19/2021,31710,R,-3
,RS 26 50 00-003-01,RS 26 50 00-003-01 L1 and L8A Light Fixture Alternates ,,,7/20/2021,,7/22/2021,,7/27/2021,Approved as Noted,Approved as Noted,10/11/2021,7/27/2021,31712,R,-3
,RS 26 50 00-004-00,RS 26 50 00-004-00 Lighting Control Shop Drawings,,,7/26/2021,,7/30/2021,,8/2/2021,Approved as Noted,Approved as Noted,10/11/2021,8/2/2021,31716,R,-5
,RS 26 50 00-005-00,RS 26 50 00-005-00 Fuse & Disconnect Switch ,,,8/4/2021,,8/6/2021,,8/10/2021,Approved as Noted,Approved as Noted,10/11/2021,8/10/2021,31723,R,-3
,RS 26 50 00-006-00,"RS 26 50 00-006-00 Temp Fixtures Layout and Light Fixture Alternates (L13 and 14 Track, L14C, D, and E)",,,9/3/2021,,9/8/2021,,9/9/2021,Approved as Noted,Approved as Noted,10/11/2021,9/9/2021,31745,R,-4
,RS 26 51 13-001-00,RS 26 51 13-001-00 L43 Track Lighting,,,8/16/2021,,8/30/2021,,8/23/2021,Approved as Noted,Approved as Noted,10/11/2021,8/23/2021,31731,R,-11
,RS 26 51 13-002-00,RS 26 51 13-002-00 Fixture Type L2 ,,,8/20/2021,,8/24/2021,,8/24/2021,Approved as Noted,Approved as Noted,10/11/2021,8/24/2021,31735,R,-3
,RS 26 51 13-003-00,RS 26 51 13-003-00 Temp Lighting Fixture - PD (FOR RECORD),,,10/4/2021,,10/8/2021,,10/11/2021,Approved as Noted,Approved as Noted,10/11/2021,10/11/2021,31766,R,-5
,RS 27 00 00-001-00,RS 27 00 00-001-00 Low Voltage Systems ,,,7/21/2021,,7/23/2021,,7/27/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/27/2021,31713,R,-3
,RS 27 00 00-001-01,RS 27 00 00-001-01 Low Voltage Systems ,,,8/3/2021,,8/5/2021,,8/6/2021,Approved as Noted,Approved as Noted,10/11/2021,8/6/2021,31722,R,-3
,RS 28 23 00-001-00,RS 28 23 00-001-00 Security System,,,8/16/2021,,8/30/2021,,8/19/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,8/19/2021,31731,R,-11
,RS 28 23 00-001-01,RS 28 23 00-001-01 Security System,,,8/30/2021,,9/1/2021,,8/31/2021,Approved,Approved,10/11/2021,8/31/2021,31741,R,-3
,RS 28 46 00-001-00,RS 28 46 00-001-00 Fire Alarm Devices ,,,7/8/2021,,7/13/2021,,7/15/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/15/2021,31704,R,-4
,RS 28 46 00-002-00,RS 28 46 00-002-00 Fire Alarm Devices,,,7/19/2021,,7/21/2021,,7/28/2021,Approved as Noted,Approved as Noted,10/11/2021,7/28/2021,31711,R,-3
Expected,27 41 32-003-00-01,27 41 32-003-00 BROADCAST CABLING - Tests And Inspections,Mortenson Construction,10/22/2021,,,,,,,,10/11/2021,,-10,R,31771
Expected - Overdue,01 56 39-028-00-01,01 56 39-028-00 Arborist Compliance Report - 11082019,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,01 56 39-043-00-01,01 56 39-043-00 Arborist Compliance Report - 06192020,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,02 41 19-001-00-01,02 41 19-001-00 Selective Demo Schedule,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,03 20 00-012-00-01,03 20 00-012-00: Foundation Shop Drawings - Area D,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,03 20 00-041-01,03 20 00-041-00 Existing Reinforcement Repair Procedure,Mortenson Construction,2/25/2020,,424 ,,,,,,10/11/2021,,425,R,31771
,03 20 00-045-01,03 20 00-045-00 SOMD Area C,Mortenson Construction,4/6/2020,,395 ,,,,,,10/11/2021,,396,R,31771
,03 20 00-046-01,03 20 00-046-00 NW Snorkel Reinforcing,Mortenson Construction,4/15/2020,,388 ,,,,,,10/11/2021,,389,R,31771
,03 20 00-047-00-01,03 20 00-047-00 SW Snorkel Footing Reinforcement,Mortenson Construction,5/11/2020,,370 ,,,,,,10/11/2021,,371,R,31771
,03 20 00-051-00-01,03 20 00-051-00 Area A SOMD,Mortenson Construction,7/28/2020,,314 ,,,,,,10/11/2021,,315,R,31771
,03 20 00-052-00-01,03 20 00-052-00 Area D SOG,Mortenson Construction,7/28/2020,,314 ,,,,,,10/11/2021,,315,R,31771
,03 20 00-058-01,03 20 00-058-00 South Parcel - Cast In-Place Concrete Mix Design,Mortenson Construction,9/29/2020,,269 ,,,,,,10/11/2021,,270,R,31771
,03 20 00-060-00-01,03 20 00-060-00 SOG Reinforcing Balance,Mortenson Construction,9/16/2020,,278 ,,,,,,10/11/2021,,279,R,31771
,03 20 00-086-00-01,03 20 00-086-00 Area 4 Landscape Reinforcing Shops,Mortenson Construction,6/21/2021,,80 ,,,,,,10/11/2021,,81,R,31771
,03 30 00-047-02,03 30 00-047-01 SOMD Control Joints Area D and A,Mortenson Construction,6/26/2020,,336 ,,,,,,10/11/2021,,337,R,31771
,03 30 00-087-00-01,03 30 00-087-00 North Courtyard Restored Seatwall Skim Coat PD,Mortenson Construction,9/21/2021,,14 ,,,,,,10/11/2021,,15,R,31771
,03 30 00-088-00-01,03 30 00-088-00 Site Work/ Flat Work Concrete Patching Procedure,Mortenson Construction,9/22/2021,,13 ,,,,,,10/11/2021,,14,R,31771
,03 41 00-001-00-01,03 41 00-001-00 Precast Concrete - Geometry Submittal,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,03 41 00-003-01,03 41 00-003-00: Precast Shop Drawings - Lower Bowl & East/West Upper Bowl,Mortenson Construction,1/3/2020,,461 ,,,,,,10/11/2021,,462,R,31771
,03 45 00-001-01-01,03 45 00-001-01 SDs - SE Snorkel Embed Modifications,Mortenson Construction,4/15/2021,,127 ,,,,,,10/11/2021,,128,R,31771
,04 20 00-005-01,04 20 00-005-00 UNIT MASONRY - Shop Drawings Area D,Mortenson Construction,7/3/2020,,331 ,,,,,,10/11/2021,,332,R,31771
,04 20 00-006-00-01,"04 20 00-006-00 UNIT MASONRY - Rebar Shop Drawings Area B,D,E",Mortenson Construction,8/14/2020,,301 ,,,,,,10/11/2021,,302,R,31771
,04 20 00-007-00-01,04 20 00-007-00 UNIT MASONRY - Rebar Shop Drawings Event Level Area F,Mortenson Construction,8/14/2020,,301 ,,,,,,10/11/2021,,302,R,31771
,04 20 00-008-00-01,04 20 00-008-00 UNIT MASONRY - Shop Drawings Event Level,Mortenson Construction,7/24/2020,,316 ,,,,,,10/11/2021,,317,R,31771
,04 20 00-011-00-01,"04 20 00-011-00 UNIT MASONRY - Shop Drawings Mech Mezz, Main Con, Suite & Upper Con Levels",Mortenson Construction,8/14/2020,,301 ,,,,,,10/11/2021,,302,R,31771
,04 20 00-013-00-01,04 20 00-013-00 UNIT MASONRY - Shop Drawing Updates Through CCD-075,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,05 12 00-001-03,05 12 00-001-02: Shoring Pile Schedule Shop Drawing (REV 2),Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,05 12 00-028-02-01,05 12 00-028-02 SPS Shop Drawings,Mortenson Construction,5/26/2020,,359 ,,,,,,10/11/2021,,360,R,31771
,05 12 00-052-01,05 12 00-052-01 Seq 9704 & 9804 Quad A Anchors & Embeds,Mortenson Construction,7/9/2019,,589 ,7/10/2019,588 ,,,,10/11/2021,,590,R,589
,05 12 00-057-02,05 12 00-057-01 Quad D Embeds,Mortenson Construction,10/11/2019,,521 ,,,,,,10/11/2021,,522,R,31771
,05 12 00-059-02,05 12 00-059-02 Quad C Embeds,Mortenson Construction,10/15/2019,,519 ,10/15/2019,519 ,,,,10/11/2021,,520,R,520
,05 12 00-081-00-01,"05 12 00-081-00 East Buttress EB - Seq. 117-118, 127-128, & 166",Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,05 12 00-087-01,05 12 00-087-00 Quad F1 Steel SD - Seq. 711-717,Mortenson Construction,3/17/2020,,409 ,,,,,,10/11/2021,,410,R,31771
,05 12 00-116-01,05 12 00-116-00 Roof Strengthening Steel Quad A Shop Drawings,Mortenson Construction,12/16/2019,,475 ,,,,,,10/11/2021,,476,R,31771
,05 12 00-117-01,05 12 00-117-00 Roof Strengthening Steel Quad B Shop Drawings,Mortenson Construction,12/24/2019,,469 ,,,,,,10/11/2021,,470,R,31771
,05 12 00-121-01-01,05 12 00-121-01 Sequence 9903 & 9904 Quad C Connection Materials,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,05 12 00-159-01-01,05 12 00-159-01 Quad E2 Steel SD - Seq. 706-710,Mortenson Construction,4/16/2020,,387 ,,,,,,10/11/2021,,388,R,31771
,05 12 00-181-01-01,05 12 00-181-01 Sequence 61G-66G & 69G Cooling Tower,Mortenson Construction,6/2/2020,,354 ,,,,,,10/11/2021,,355,R,31771
,05 12 10-001-02,05 12 10-001-01 Roof Strengthening Steel - Hanging Scaffold Design Initial Submittal,Mortenson Construction,8/29/2019,,552 ,,,,,,10/11/2021,,553,R,31771
,05 40 00-021-02-01,05 40 00-021-02 COLD-FORMED METAL FRAMING - Atrium LED Engineering Details and Calculations,Mortenson Construction,6/23/2021,,78 ,,,,,,10/11/2021,,79,R,31771
,05 40 00-027-00-01,05 40 00-027-00 COLD-FORMED METAL FRAMING - Press Bridge Corridor Soffit,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,05 40 00-048-00-01,05 40 00-048-00 COLD FORMED METAL FRAMING - Amazon Living Wall,Mortenson Construction,7/27/2021,,54 ,,,,,,10/11/2021,,55,R,31771
,05 50 00-054-00-01,05 50 00-054-00 Cage Ladder - SE Detention Tank,Mortenson Construction,3/11/2021,,152 ,,,,,,10/11/2021,,153,R,31771
,05 50 00-060-00-01,05 50 00-060-00 Extra Sump Pit Ladders (NOT INCLUDING Elevator or Snorkels),Mortenson Construction,5/18/2021,,104 ,,,,,,10/11/2021,,105,R,31771
,05 50 00-077-00-01,05 50 00-077-00 Counter Brackets for Security Room Wall,Mortenson Construction,4/14/2021,,128 ,,,,,,10/11/2021,,129,R,31771
,05 50 00-085-00-01,05 50 00-085-00  Atrium Overhead Sign Support Steel Shop Drawings,Mortenson Construction,5/31/2021,,95 ,,,,,,10/11/2021,,96,R,31771
,05 73 00-002-00-01,05 73 00-002-00 Railing Shop Drawings - Site Rails,Mortenson Construction,4/5/2021,,135 ,,,,,,10/11/2021,,136,R,31771
,05 75 00-016-00-01,05 75 00-016-00 Orn Metals Space Needle Club,Mortenson Construction,1/1/2021,,201 ,,,,,,10/11/2021,,202,R,31771
,05 75 00-017-00-01,05 75 00-017-00 Chairman's Club,Mortenson Construction,2/3/2021,,178 ,,,,,,10/11/2021,,179,R,31771
,05 75 00-034-01-01,05 75 00-034-01 M11 Shop Drawings,Mortenson Construction,5/10/2021,,110 ,,,,,,10/11/2021,,111,R,31771
,05 75 00-046-00-01,05 75 00-046-00 Tunnel Club Corridor Metal Panels,Mortenson Construction,7/22/2021,,57 ,,,,,,10/11/2021,,58,R,31771
,05 75 00-047-00-01,05 75 00-047-00 Perf Panels for Main Con / Upper Just Walk Out,Mortenson Construction,7/22/2021,,57 ,,,,,,10/11/2021,,58,R,31771
,06 20 23-003-00-01,06 20 23-003-00 Substrate & Hardwood Product Data - Base Building,Mortenson Construction,7/21/2020,,319 ,,,,,,10/11/2021,,320,R,31771
,06 20 23-009-01-01,06 20 23-009-01 Concession & Bar Shop Drawings 4 - Base Building,Mortenson Construction,11/11/2020,,238 ,,,,,,10/11/2021,,239,R,31771
,06 20 23-017-00-01,06 20 23-017-00 NHL Locker Benches,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,06 20 23-020-00-01,06 20 23-020-00 West Concourse Club Pkg. 1,Mortenson Construction,11/25/2020,,228 ,,,,,,10/11/2021,,229,R,31771
,06 20 23-022-00-01,06 20 23-022-00 Metropolitan Club pkg. 1,Mortenson Construction,11/2/2020,,245 ,,,,,,10/11/2021,,246,R,31771
,06 20 23-024-00-01,06 20 23-024-00 Space Needle Club Pkg. 1,Mortenson Construction,11/9/2020,,240 ,,,,,,10/11/2021,,241,R,31771
,06 20 23-035-00-01,06 20 23-035-00 Chairman's Club Pkg. 1,Mortenson Construction,11/23/2020,,230 ,,,,,,10/11/2021,,231,R,31771
,06 20 23-047-00-01,06 20 23-047-00 Millwork Product Data pkg 2,Mortenson Construction,2/12/2021,,171 ,,,,,,10/11/2021,,172,R,31771
,06 20 23-062-00-01,06 20 23-062-00 CCD087 - Admin Area,Mortenson Construction,4/28/2021,,118 ,,,,,,10/11/2021,,119,R,31771
,06 20 23-083-00-01,06 20 23-083-00 Millwork LEED Data,Mortenson Construction,9/14/2021,,19 ,,,,,,10/11/2021,,20,R,31771
,06 41 16-003-00-01,06 41 16-003-00 P-L Casework /Countertops Product Data - Base Building,Mortenson Construction,10/5/2020,,265 ,,,,,,10/11/2021,,266,R,31771
,06 41 16-015-01-01,06 41 16-015-01 NHL Locker Room Prototype Drawing,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,06 64 00-002-00-01,06 64 00-002-00 PLASTIC PANELING - Samples,Mortenson Construction,7/8/2020,,328 ,,,,,,10/11/2021,,329,R,31771
,07 13 26-002-03,07 13 26-002-03 07 13 26 Self-Adhering Sheet Waterproofing PDS Submittal,Mortenson Construction,2/4/2020,,439 ,,,,,,10/11/2021,,440,R,31771
,07 13 26-003-01-01,07 13 26-003-01 SELF-ADHERING SHEET WATERPROOFING - Shop Drawings,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 13 26-005-01,07 13 26-005-00 SELF-ADHERING SHEET WATERPROOFING - Warranty,Mortenson Construction,12/26/2019,,467 ,,,,,,10/11/2021,,468,R,31771
,07 13 26-007-00-01,07 13 26-007-00 Post Applied Waterproofing Product Data,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 18 00-001-00-01,07 18 00-001-00 Traffic Coating Submittal Package,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 27 26-004-00-01,07 27 26-004-00 FLUID-APPLIED MEMBRANE AIR BARRIERS - Product Data for Concrete Exterior Walls,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 42 13.19-002-00-01,07 42 13.19-002-00 INSULATED METAL WALL PANELS - Product Data,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 42 13.19-003-01,07 42 13.19-003-00 INSULATED METAL WALL PANELS - LEED Product Data,Mortenson Construction,9/3/2020,,287 ,,,,,,10/11/2021,,288,R,31771
,07 42 13-002-00-01,07 42 13-002-00 Living wall interior metal panels shop drawings,Mortenson Construction,9/22/2021,,13 ,,,,,,10/11/2021,,14,R,31771
,07 46 00-001-01-01,07 46 00-001-01 FIBER CEMENT (UHPC) SIDING - Product Data,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 46 00-010-01-01,07 46 00-010-01 Fiber Cement Siding - Shop Drawings,Mortenson Construction,12/29/2020,,204 ,,,,,,10/11/2021,,205,R,31771
,07 62 00-014-00-01,07 62 00-014-00 Sheet Metal Flashing and Trim - Color Samples (EP4-EP8),Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 81 00-001-00-01,07 81 00-001-00 APPLIED FIREPROOFING - Cafco 300 Submittal,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 81 00-002-00-01,07 81 00-002-00 APPLIED FIREPROOFING - Cafco MII Submittal,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 81 00-003-00-01,07 81 00-003-00 APPLIED FIREPROOFING - Cafco 400 Submittal,Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 81 00-011-01,07 81 00-011-00 Applied Fireproofing - Cafco 300 Extended Set Submittal,Mortenson Construction,9/3/2020,,287 ,,,,,,10/11/2021,,288,R,31771
,07 81 23-001-01,07 81 23-001-00 Carboline Thermo-Sorb Product Submittal,Mortenson Construction,10/22/2019,,514 ,,,,,,10/11/2021,,515,R,31771
,07 81 23-003-02,07 81 23-003-01 Intumescent Fireproofing - Informational Submittal (Topcoat Product Data),Mortenson Construction,8/7/2020,,306 ,,,,,,10/11/2021,,307,R,31771
,07 92 00-001-00-01,07 92 00-001-00 JOINT SEALANTS - Product Data (MISSION GLASS),Mortenson Construction,7/29/2021,,52 ,,,,,,10/11/2021,,53,R,31771
,07 95 00-003-00-01,07 95 00-003-00 EXPANSION CONTROL - Product Data,Mortenson Construction,10/22/2020,,252 ,,,,,,10/11/2021,,253,R,31771
,07 95 00-010-00-01,07 95 00-010-00 Expansion Control - Upper Concourse Stadia Ramp Horizontal and Vertical Joints,Mortenson Construction,5/31/2021,,95 ,,,,,,10/11/2021,,96,R,31771
,08 03 51.23-001-01,08 03 51.23-001-01 Historic Curtain Wall Labeling for Disassembly,Mortenson Construction,5/28/2019,,619 ,,,,,,10/11/2021,,620,R,31771
,08 03 51.23-006-01,08 03 51.23-006-00 HISTORIC CURTAIN WALLS - Shop Drawings - Corona NORTH ELEVATION ONLY,Mortenson Construction,4/16/2020,,387 ,,,,,,10/11/2021,,388,R,31771
,08 11 13-010-00-01,08 11 13-010-00 Hollow Metal and Hardware - Priority Openings_Part 1,Mortenson Construction,5/8/2020,,371 ,,,,,,10/11/2021,,372,R,31771
,08 11 13-011-00-01,08 11 13-011-00 Hollow Metal and Door Frames - Priority Openings_Part 2,Mortenson Construction,5/8/2020,,371 ,,,,,,10/11/2021,,372,R,31771
,08 11 13-046-00-01,08 11 13-046-00 Non-Priority Doors & Frames - Event Level,Mortenson Construction,5/19/2020,,364 ,,,,,,10/11/2021,,365,R,31771
,08 11 13-047-00-01,08 11 13-047-00 HM Doors & Frames – Mezzanine Level,Mortenson Construction,5/19/2020,,364 ,,,,,,10/11/2021,,365,R,31771
,08 11 13-048-00-01,08 11 13-048-00 HM Doors & Frames – Main Concourse,Mortenson Construction,5/19/2020,,364 ,,,,,,10/11/2021,,365,R,31771
